borrower_id,loan_amount,credit_score,annual_income,dti_ratio,employment_length_years,num_existing_loans,account_age_months,declared_purpose,primary_mcc_category,secondary_mcc_category,mcc_mismatch_flag,days_to_first_tx,pct_spent_48h,pct_spent_7d,cash_withdrawal_ratio,high_risk_spend_ratio,international_tx_ratio,nighttime_tx_ratio,num_unique_merchants,num_total_transactions,avg_tx_amount,max_single_tx_pct,is_flagged_misuse
BW-02214,96466.98,555,101742.55,0.41,24,7,62,Debt Consolidation,ATM Cash,Equipment Vendor,0,10,0.987,1.0,0.16,0.127,0.015,0.091,6,10,8769.73,0.492,0
BW-02215,74033.74,829,57095.5,0.46,20,1,47,Business Expansion,Casino,ATM Cash,0,16,0.697,1.0,0.009,0.766,0.329,0.11,16,24,2961.35,0.585,0
BW-02216,33951.35,643,102844.61,0.607,20,0,110,Medical,Luxury Travel,Luxury Travel,0,10,0.751,1.0,0.265,0.139,0.317,0.279,5,19,1697.57,0.311,0
BW-02217,83792.49,818,135626.33,0.131,22,7,78,Education,Crypto Exchange,Casino,0,20,0.983,1.0,0.024,0.664,0.105,0.206,1,20,3990.12,0.751,1
BW-02218,31744.51,746,34468.58,0.116,5,7,106,Medical,Retail,ATM Cash,0,2,0.007,0.027,0.662,0.13,0.075,0.264,22,27,1133.73,0.415,0
BW-02219,87911.61,574,31466.91,0.198,1,1,98,Debt Consolidation,Luxury Travel,Casino,0,18,0.634,0.873,0.393,0.103,0.073,0.276,14,21,3995.98,0.737,0
BW-02220,15695.14,697,41268.44,0.643,16,5,59,Medical,ATM Cash,Crypto Exchange,0,21,0.739,0.95,0.513,0.03,0.477,0.084,23,42,365.0,0.592,0
BW-02221,71850.17,667,110349.01,0.493,20,2,31,Education,Casino,Luxury Travel,0,3,0.918,1.0,0.329,0.668,0.347,0.109,21,25,2763.47,0.839,1
BW-02222,56366.36,615,158168.26,0.438,3,0,70,Equipment Purchase,Luxury Travel,Crypto Exchange,1,7,0.884,0.989,0.276,0.014,0.293,0.509,19,35,1565.73,0.565,1
BW-02223,14170.77,724,30732.67,0.126,11,3,49,Education,Retail,Casino,0,13,0.842,1.0,0.178,0.104,0.161,0.098,6,15,885.67,0.258,0
BW-02224,27979.91,625,170499.2,0.584,18,3,5,Medical,ATM Cash,Crypto Exchange,0,19,0.946,1.0,0.616,0.061,0.217,0.4,28,28,964.82,0.799,1
BW-02225,6178.38,663,45941.78,0.547,1,3,31,Debt Consolidation,Luxury Travel,Luxury Travel,0,23,0.537,0.55,0.556,0.023,0.045,0.251,12,27,220.66,0.766,0
BW-02226,49532.96,660,156297.53,0.466,1,6,37,Business Expansion,Casino,Equipment Vendor,0,13,0.007,0.234,0.289,0.54,0.499,0.581,27,27,1769.03,0.927,0
BW-02227,33620.2,798,102428.21,0.287,13,0,79,Business Expansion,Retail,Retail,0,27,0.011,0.079,0.257,0.135,0.378,0.04,7,9,3362.02,0.18,0
BW-02228,61843.96,752,128903.61,0.139,14,7,15,Debt Consolidation,Crypto Exchange,ATM Cash,0,15,0.545,0.601,0.001,0.923,0.311,0.498,10,15,3865.25,0.603,0
BW-02229,33237.59,696,106602.45,0.419,19,3,52,Medical,Crypto Exchange,Equipment Vendor,0,14,0.435,0.684,0.051,0.703,0.294,0.295,10,26,1231.02,0.518,0
BW-02230,33492.32,584,101557.23,0.496,1,6,107,Debt Consolidation,Equipment Vendor,Casino,0,11,0.451,0.575,0.499,0.104,0.252,0.003,28,29,1116.41,0.67,0
BW-02231,75603.35,575,155234.91,0.152,3,1,69,Medical,Luxury Travel,Equipment Vendor,0,15,0.4,0.576,0.412,0.098,0.129,0.158,25,29,2520.11,0.933,0
BW-02232,9573.57,787,143382.96,0.449,18,7,92,Education,Casino,Crypto Exchange,0,19,0.918,1.0,0.348,0.463,0.113,0.245,13,23,398.9,0.552,0
BW-02233,90775.02,563,102510.34,0.258,8,0,97,Equipment Purchase,Luxury Travel,Luxury Travel,1,18,0.359,0.618,0.662,0.135,0.275,0.189,7,16,5339.71,0.683,1
BW-02234,85965.07,594,46745.39,0.52,6,0,11,Medical,Retail,Equipment Vendor,0,4,0.856,1.0,0.403,0.132,0.035,0.217,19,33,2528.38,0.395,0
BW-02235,68441.44,765,47310.44,0.397,12,0,43,Business Expansion,Equipment Vendor,Equipment Vendor,0,11,0.903,1.0,0.308,0.112,0.037,0.55,1,18,3602.18,0.354,0
BW-02236,61356.05,782,150230.92,0.171,11,4,70,Business Expansion,Casino,Luxury Travel,0,28,0.5,0.641,0.129,0.609,0.28,0.217,15,31,1917.38,0.385,0
BW-02237,89768.74,742,109408.59,0.39,2,6,23,Equipment Purchase,Luxury Travel,Crypto Exchange,1,4,0.447,0.743,0.657,0.083,0.46,0.251,14,27,3206.03,0.133,1
BW-02238,22606.37,600,102238.37,0.318,12,7,40,Medical,Casino,Retail,0,9,0.761,0.864,0.461,0.554,0.457,0.457,13,25,869.48,0.342,0
BW-02239,12502.07,763,132085.03,0.199,14,2,63,Equipment Purchase,Retail,Equipment Vendor,0,25,0.708,0.912,0.074,0.145,0.005,0.476,7,26,463.04,0.247,0
BW-02240,27753.47,700,158826.24,0.563,13,4,2,Education,Equipment Vendor,ATM Cash,0,16,0.329,0.55,0.519,0.07,0.054,0.05,12,13,1982.39,0.489,0
BW-02241,80484.94,824,124330.97,0.106,23,4,79,Equipment Purchase,Casino,Casino,1,14,0.103,0.235,0.34,0.764,0.292,0.422,8,19,4024.25,0.492,1
BW-02242,8293.68,625,144427.19,0.272,8,4,87,Education,Retail,Crypto Exchange,0,7,0.265,0.454,0.649,0.056,0.424,0.29,15,25,318.99,0.75,0
BW-02243,60366.65,769,144790.58,0.107,12,2,86,Business Expansion,Crypto Exchange,Crypto Exchange,0,7,0.131,0.243,0.735,0.666,0.477,0.08,27,45,1312.32,0.527,0
BW-02244,99566.56,736,83439.22,0.153,22,4,73,Education,Casino,Equipment Vendor,0,7,0.295,0.297,0.48,0.891,0.43,0.159,17,28,3433.33,0.494,0
BW-02245,86291.13,838,71112.48,0.263,21,3,47,Medical,Equipment Vendor,ATM Cash,0,29,0.262,0.348,0.585,0.094,0.339,0.027,21,24,3451.65,0.297,0
BW-02246,54537.34,577,150174.61,0.13,3,0,104,Medical,ATM Cash,Luxury Travel,0,9,0.638,0.918,0.045,0.077,0.1,0.216,12,21,2478.97,0.825,0
BW-02247,11045.89,729,86576.82,0.428,20,7,30,Medical,ATM Cash,Equipment Vendor,0,19,0.954,1.0,0.448,0.045,0.036,0.153,28,39,276.15,0.177,0
BW-02248,83980.48,802,165500.4,0.148,7,7,16,Medical,Casino,Equipment Vendor,0,12,0.686,0.798,0.604,0.696,0.024,0.229,13,19,4199.02,0.935,1
BW-02249,61902.96,675,40453.6,0.486,2,0,59,Debt Consolidation,Casino,Luxury Travel,0,29,0.927,1.0,0.397,0.897,0.306,0.348,8,13,4421.64,0.505,1
BW-02250,15918.63,726,38732.63,0.129,1,6,110,Education,Retail,Casino,0,15,0.784,0.799,0.475,0.001,0.018,0.439,10,17,884.37,0.258,0
BW-02251,13916.44,586,169050.62,0.133,18,1,47,Medical,Luxury Travel,Luxury Travel,0,8,0.728,0.823,0.719,0.02,0.37,0.363,7,17,773.14,0.401,0
BW-02252,91414.55,648,127268.24,0.268,22,5,116,Equipment Purchase,ATM Cash,Equipment Vendor,1,15,0.414,0.726,0.158,0.018,0.356,0.407,2,7,11426.82,0.113,0
BW-02253,68574.02,647,86939.9,0.593,7,3,30,Equipment Purchase,Luxury Travel,Retail,1,9,0.325,0.567,0.079,0.138,0.04,0.519,29,31,2142.94,0.242,0
BW-02254,83782.25,676,143259.06,0.453,16,2,109,Debt Consolidation,ATM Cash,Luxury Travel,0,2,0.846,0.928,0.553,0.099,0.453,0.524,29,48,1709.84,0.385,0
BW-02255,88503.0,717,130849.02,0.524,12,5,9,Education,Casino,Casino,0,22,0.905,1.0,0.658,0.991,0.261,0.516,16,34,2528.66,0.571,1
BW-02256,59318.37,629,109680.16,0.178,6,0,65,Education,Equipment Vendor,Luxury Travel,0,21,0.452,0.779,0.68,0.087,0.452,0.092,29,29,1977.28,0.21,0
BW-02257,54157.4,843,44831.0,0.559,8,4,59,Education,Equipment Vendor,Luxury Travel,0,24,0.009,0.093,0.513,0.069,0.451,0.151,4,7,6769.68,0.675,0
BW-02258,45890.6,675,151826.94,0.104,11,7,102,Debt Consolidation,ATM Cash,Crypto Exchange,0,27,0.793,0.927,0.667,0.119,0.099,0.301,6,24,1835.62,0.818,0
BW-02259,35109.93,699,159903.48,0.217,13,6,64,Education,ATM Cash,Crypto Exchange,0,13,0.285,0.551,0.561,0.024,0.19,0.215,7,26,1300.37,0.586,0
BW-02260,46286.62,565,55825.3,0.439,13,6,8,Education,Retail,Equipment Vendor,0,12,0.01,0.234,0.07,0.057,0.067,0.079,23,39,1157.17,0.352,0
BW-02261,78518.57,577,157576.75,0.306,14,1,52,Medical,Casino,Equipment Vendor,0,3,0.805,0.989,0.61,0.506,0.387,0.173,19,37,2066.28,0.203,1
BW-02262,62182.73,722,161677.1,0.641,2,1,18,Education,Casino,Luxury Travel,0,3,0.517,0.877,0.143,0.532,0.252,0.585,28,41,1480.54,0.113,0
BW-02263,89789.71,595,112414.29,0.117,14,0,91,Medical,Luxury Travel,Retail,0,5,0.685,0.773,0.189,0.056,0.464,0.208,24,33,2640.87,0.722,0
BW-02264,47121.1,785,128426.86,0.649,18,3,82,Medical,Retail,ATM Cash,0,23,0.915,1.0,0.316,0.012,0.104,0.251,23,31,1472.53,0.634,0
BW-02265,62673.51,763,87335.6,0.443,23,6,96,Education,Crypto Exchange,Equipment Vendor,0,18,0.541,0.605,0.252,0.624,0.344,0.004,4,19,3133.68,0.505,0
BW-02266,64974.22,634,72268.75,0.407,19,5,58,Equipment Purchase,Equipment Vendor,Luxury Travel,0,10,0.503,0.749,0.257,0.05,0.495,0.432,10,24,2598.97,0.187,0
BW-02267,61211.23,831,138297.47,0.133,13,1,49,Business Expansion,Equipment Vendor,Luxury Travel,0,7,0.291,0.639,0.135,0.119,0.333,0.248,29,44,1360.25,0.276,0
BW-02268,71750.21,781,159281.27,0.25,7,7,32,Equipment Purchase,Casino,ATM Cash,1,13,0.305,0.488,0.235,0.63,0.034,0.062,4,21,3261.37,0.793,0
BW-02269,27556.18,634,128111.63,0.609,4,7,117,Education,Retail,Luxury Travel,0,7,0.797,1.0,0.016,0.052,0.294,0.581,20,29,918.54,0.508,0
BW-02270,53674.56,614,106738.59,0.295,18,0,48,Education,Crypto Exchange,ATM Cash,0,29,0.449,0.777,0.378,0.774,0.09,0.466,5,7,6709.32,0.918,0
BW-02271,14901.36,683,53838.72,0.464,3,3,45,Equipment Purchase,Equipment Vendor,ATM Cash,0,13,0.164,0.218,0.615,0.084,0.015,0.436,14,20,709.59,0.95,0
BW-02272,41528.58,700,38018.81,0.65,13,0,54,Education,Retail,Luxury Travel,0,22,0.095,0.377,0.69,0.092,0.167,0.575,11,17,2307.14,0.781,0
BW-02273,51328.37,664,96853.77,0.245,15,0,100,Medical,Crypto Exchange,Luxury Travel,0,6,0.473,0.841,0.656,0.771,0.133,0.244,2,21,2333.11,0.319,0
BW-02274,66961.3,613,37402.43,0.417,19,3,100,Debt Consolidation,ATM Cash,Crypto Exchange,0,20,0.465,0.696,0.333,0.123,0.394,0.431,9,19,3348.06,0.296,0
BW-02275,95300.45,707,115400.19,0.483,23,3,85,Education,Casino,ATM Cash,0,17,0.653,0.727,0.584,0.716,0.187,0.124,22,24,3812.02,0.316,0
BW-02276,62061.85,626,87409.38,0.191,5,3,46,Education,Luxury Travel,Casino,0,11,0.471,0.522,0.23,0.021,0.366,0.418,12,29,2068.73,0.939,0
BW-02277,75641.42,695,143578.37,0.182,22,7,96,Equipment Purchase,Equipment Vendor,ATM Cash,0,13,0.143,0.247,0.044,0.023,0.008,0.008,24,35,2101.15,0.385,0
BW-02278,53095.28,774,75847.27,0.351,24,7,31,Medical,Equipment Vendor,Casino,0,14,0.508,0.549,0.541,0.145,0.007,0.076,27,43,1206.71,0.7,0
BW-02279,65239.88,652,118947.41,0.312,5,0,37,Equipment Purchase,Crypto Exchange,Luxury Travel,1,17,0.907,1.0,0.519,0.956,0.015,0.255,1,9,6523.99,0.915,1
BW-02280,11738.56,637,110652.53,0.493,2,1,16,Equipment Purchase,Luxury Travel,Equipment Vendor,1,28,0.159,0.187,0.641,0.006,0.11,0.007,22,26,434.76,0.797,1
BW-02281,29167.2,717,30706.86,0.138,14,2,46,Education,ATM Cash,Retail,0,11,0.69,0.779,0.493,0.021,0.187,0.277,15,32,883.85,0.608,0
BW-02282,39376.04,719,40858.41,0.635,2,2,46,Medical,Retail,Luxury Travel,0,9,0.594,0.77,0.126,0.073,0.304,0.314,6,14,2625.07,0.244,0
BW-02283,49886.87,684,73555.23,0.108,10,0,78,Education,Casino,Retail,0,11,0.749,0.939,0.683,0.404,0.493,0.373,24,36,1348.29,0.249,0
BW-02284,9336.63,599,162335.26,0.431,2,0,88,Education,Retail,Crypto Exchange,0,7,0.151,0.377,0.502,0.121,0.177,0.06,29,31,291.77,0.519,0
BW-02285,18302.29,683,52052.24,0.409,9,1,89,Education,Crypto Exchange,Casino,0,26,0.942,1.0,0.646,0.943,0.028,0.109,17,20,871.54,0.909,1
BW-02286,31297.36,686,136634.15,0.174,17,3,61,Education,Equipment Vendor,Crypto Exchange,0,5,0.621,0.64,0.619,0.092,0.097,0.368,21,38,802.5,0.869,0
BW-02287,97295.61,794,176004.98,0.183,0,0,46,Debt Consolidation,ATM Cash,Equipment Vendor,0,23,0.847,0.879,0.238,0.069,0.449,0.395,15,34,2779.87,0.241,0
BW-02288,36477.97,658,148585.13,0.536,15,6,51,Business Expansion,Equipment Vendor,Equipment Vendor,0,18,0.247,0.271,0.06,0.038,0.35,0.016,14,28,1257.86,0.345,0
BW-02289,50793.9,836,66441.8,0.588,15,7,62,Medical,Retail,ATM Cash,0,0,0.739,0.908,0.141,0.088,0.395,0.324,19,38,1302.41,0.6,0
BW-02290,23629.28,570,166254.79,0.256,9,4,35,Debt Consolidation,ATM Cash,Luxury Travel,0,12,0.781,0.798,0.074,0.108,0.062,0.471,22,27,843.9,0.506,0
BW-02291,63024.11,639,43966.07,0.341,0,3,81,Business Expansion,Casino,ATM Cash,0,21,0.397,0.695,0.195,0.596,0.067,0.041,9,17,3501.34,0.201,0
BW-02292,31664.91,845,100221.29,0.295,3,6,110,Business Expansion,Crypto Exchange,Equipment Vendor,0,15,0.384,0.473,0.368,0.551,0.056,0.248,26,36,855.81,0.414,0
BW-02293,24664.29,661,163131.29,0.14,2,7,42,Business Expansion,Casino,Equipment Vendor,0,17,0.658,1.0,0.725,0.666,0.429,0.196,3,15,1541.52,0.912,1
BW-02294,54074.4,626,126189.86,0.47,4,0,45,Debt Consolidation,Crypto Exchange,ATM Cash,0,11,0.093,0.288,0.698,0.785,0.105,0.548,25,28,1864.63,0.909,0
BW-02295,5523.05,726,92046.68,0.554,11,4,118,Medical,Casino,Crypto Exchange,0,24,0.736,0.915,0.575,0.587,0.322,0.111,28,42,128.44,0.576,0
BW-02296,5728.08,697,73921.93,0.268,24,6,68,Equipment Purchase,Retail,Retail,0,4,0.043,0.355,0.019,0.052,0.258,0.191,25,41,136.38,0.64,0
BW-02297,25811.54,650,86264.91,0.645,11,5,75,Business Expansion,Luxury Travel,Casino,0,20,0.191,0.476,0.273,0.105,0.272,0.539,15,26,955.98,0.289,0
BW-02298,8488.53,795,106341.27,0.142,12,1,47,Equipment Purchase,ATM Cash,Equipment Vendor,1,12,0.664,0.907,0.546,0.003,0.098,0.198,17,22,369.07,0.731,0
BW-02299,15262.45,666,77856.59,0.464,23,7,79,Equipment Purchase,Crypto Exchange,ATM Cash,1,25,0.098,0.472,0.103,0.734,0.318,0.319,2,8,1695.83,0.145,0
BW-02300,37191.76,641,175345.18,0.347,11,4,30,Education,Retail,Equipment Vendor,0,7,0.972,1.0,0.641,0.015,0.022,0.02,27,43,845.27,0.288,0
BW-02301,81245.64,577,169961.65,0.346,24,0,24,Equipment Purchase,Equipment Vendor,Crypto Exchange,0,5,0.868,1.0,0.732,0.01,0.497,0.591,4,14,5416.38,0.105,0
BW-02302,59344.62,574,160600.72,0.352,15,2,66,Education,Equipment Vendor,Casino,0,2,0.626,0.778,0.283,0.109,0.013,0.495,14,25,2282.49,0.428,0
BW-02303,53703.43,607,93274.48,0.242,12,6,43,Medical,Casino,Crypto Exchange,0,24,0.819,1.0,0.565,0.954,0.025,0.381,11,23,2237.64,0.823,1
BW-02304,32881.44,846,133695.27,0.494,4,0,34,Medical,Equipment Vendor,Retail,0,25,0.888,0.992,0.119,0.134,0.162,0.036,27,27,1174.34,0.935,0
BW-02305,93516.6,683,165424.4,0.497,23,2,23,Education,Luxury Travel,Crypto Exchange,0,19,0.259,0.375,0.553,0.078,0.416,0.045,12,29,3117.22,0.668,0
BW-02306,42716.43,798,157564.42,0.255,3,1,61,Medical,Crypto Exchange,Casino,0,25,0.849,1.0,0.017,0.613,0.129,0.327,23,41,1017.06,0.733,1
BW-02307,13273.81,587,92149.05,0.559,20,1,95,Business Expansion,Casino,Casino,0,3,0.195,0.28,0.121,0.713,0.236,0.171,16,26,491.62,0.323,0
BW-02308,63621.32,624,46857.91,0.274,14,3,37,Medical,Crypto Exchange,Equipment Vendor,0,11,0.413,0.505,0.568,0.718,0.009,0.374,12,29,2120.71,0.542,0
BW-02309,15814.65,691,41344.55,0.499,11,6,13,Education,Crypto Exchange,Retail,0,12,0.558,0.68,0.569,0.812,0.039,0.359,2,11,1317.89,0.726,0
BW-02310,37796.2,717,116559.61,0.167,18,3,97,Business Expansion,Retail,Luxury Travel,0,1,0.714,0.986,0.513,0.035,0.304,0.503,7,12,2907.4,0.523,0
BW-02311,53204.13,808,126394.19,0.193,20,2,71,Equipment Purchase,Equipment Vendor,Equipment Vendor,0,18,0.03,0.386,0.382,0.036,0.097,0.169,21,22,2313.22,0.175,0
BW-02312,88051.14,774,157476.39,0.274,18,2,96,Equipment Purchase,ATM Cash,ATM Cash,1,3,0.291,0.561,0.54,0.05,0.347,0.347,26,30,2840.36,0.73,1
BW-02313,51886.93,701,73877.25,0.427,20,1,7,Equipment Purchase,Crypto Exchange,Crypto Exchange,1,22,0.609,0.94,0.619,0.806,0.393,0.466,23,32,1572.33,0.287,1
BW-02314,71714.58,568,55120.57,0.455,10,4,42,Education,Luxury Travel,Crypto Exchange,0,12,0.357,0.574,0.773,0.121,0.425,0.294,28,42,1667.78,0.183,0
BW-02315,99317.6,695,86850.87,0.318,20,2,38,Equipment Purchase,Luxury Travel,Casino,1,18,0.775,0.803,0.711,0.14,0.067,0.498,25,38,2546.61,0.506,1
BW-02316,17491.47,790,83036.27,0.143,5,2,52,Medical,ATM Cash,ATM Cash,0,7,0.652,0.692,0.636,0.15,0.228,0.079,25,30,564.24,0.163,0
BW-02317,31099.49,786,49870.34,0.305,8,6,44,Equipment Purchase,Equipment Vendor,Casino,0,7,0.234,0.456,0.556,0.065,0.474,0.44,3,16,1829.38,0.635,0
BW-02318,42484.73,584,130842.4,0.479,0,4,64,Debt Consolidation,Equipment Vendor,ATM Cash,0,15,0.146,0.277,0.459,0.034,0.386,0.566,3,16,2499.1,0.644,0
BW-02319,45073.68,739,106303.79,0.469,11,3,13,Debt Consolidation,Casino,Casino,0,25,0.629,0.717,0.096,0.527,0.058,0.199,13,24,1802.95,0.318,0
BW-02320,44047.0,550,138168.41,0.188,13,3,88,Equipment Purchase,Casino,Luxury Travel,1,10,0.45,0.637,0.132,0.828,0.251,0.22,7,10,4004.27,0.92,1
BW-02321,91223.05,702,82903.67,0.104,5,2,28,Equipment Purchase,Casino,Luxury Travel,1,17,0.169,0.436,0.656,0.507,0.461,0.05,5,16,5366.06,0.801,1
BW-02322,72833.1,675,78855.33,0.514,0,6,96,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,3,0.326,0.48,0.643,0.076,0.22,0.385,21,37,1916.66,0.193,0
BW-02323,62751.0,775,100886.38,0.159,21,3,107,Equipment Purchase,Crypto Exchange,Luxury Travel,1,23,0.303,0.624,0.492,0.496,0.419,0.331,5,23,2614.62,0.736,1
BW-02324,34390.41,770,161611.1,0.145,1,3,82,Business Expansion,Retail,ATM Cash,0,0,0.108,0.403,0.351,0.063,0.248,0.024,25,40,838.79,0.4,0
BW-02325,83260.09,760,36042.2,0.101,23,5,98,Debt Consolidation,ATM Cash,Casino,0,0,0.547,0.841,0.021,0.058,0.053,0.451,20,37,2191.05,0.738,0
BW-02326,95730.75,574,150724.92,0.338,10,6,112,Education,ATM Cash,ATM Cash,0,29,0.764,1.0,0.262,0.053,0.074,0.498,22,27,3418.96,0.781,0
BW-02327,83013.84,565,85348.14,0.377,2,3,98,Debt Consolidation,ATM Cash,Equipment Vendor,0,13,0.575,0.693,0.337,0.133,0.023,0.544,6,14,5534.26,0.229,0
BW-02328,5148.68,731,158192.85,0.451,9,1,115,Medical,Casino,Equipment Vendor,0,3,0.826,1.0,0.389,0.862,0.098,0.327,13,31,160.9,0.663,0
BW-02329,65458.13,678,150330.45,0.263,5,0,102,Business Expansion,Retail,Retail,0,10,0.128,0.47,0.743,0.146,0.447,0.272,7,18,3445.16,0.833,0
BW-02330,9857.86,591,82314.19,0.491,5,2,1,Education,Luxury Travel,Luxury Travel,0,17,0.436,0.668,0.087,0.001,0.325,0.526,2,12,758.3,0.375,0
BW-02331,29472.69,785,134081.48,0.193,19,7,43,Equipment Purchase,Equipment Vendor,Crypto Exchange,0,15,0.609,0.925,0.415,0.142,0.369,0.239,22,37,775.6,0.168,0
BW-02332,10654.85,583,53944.91,0.558,20,2,114,Medical,Luxury Travel,Crypto Exchange,0,16,0.676,0.842,0.294,0.082,0.311,0.393,29,30,343.7,0.123,0
BW-02333,62360.57,594,164442.23,0.415,1,1,42,Medical,Casino,Retail,0,23,0.696,0.932,0.792,0.716,0.193,0.369,9,26,2309.65,0.194,1
BW-02334,70226.04,683,90673.66,0.421,23,7,95,Business Expansion,Crypto Exchange,Casino,0,1,0.729,0.751,0.689,0.682,0.108,0.223,19,24,2809.04,0.104,1
BW-02335,15876.33,570,98343.84,0.215,9,0,50,Education,Casino,Retail,0,3,0.651,1.0,0.351,0.831,0.463,0.052,2,6,2268.05,0.378,0
BW-02336,41464.69,671,135863.86,0.141,22,0,60,Medical,Retail,Casino,0,2,0.094,0.414,0.8,0.132,0.257,0.013,13,21,1884.76,0.354,0
BW-02337,48342.47,619,153126.04,0.356,5,1,1,Education,Casino,Luxury Travel,0,14,0.695,1.0,0.411,0.874,0.241,0.257,8,20,2302.02,0.194,0
BW-02338,40060.04,597,65451.41,0.439,22,4,51,Education,ATM Cash,Luxury Travel,0,1,0.725,1.0,0.134,0.019,0.498,0.289,16,22,1741.74,0.653,0
BW-02339,16497.38,588,129202.52,0.152,16,4,16,Medical,Crypto Exchange,Equipment Vendor,0,23,0.993,1.0,0.445,0.476,0.192,0.494,1,1,8248.69,0.943,0
BW-02340,44800.04,836,88799.71,0.623,13,0,39,Education,Crypto Exchange,Equipment Vendor,0,18,0.693,0.705,0.181,0.472,0.427,0.249,11,20,2133.34,0.866,0
BW-02341,76361.91,559,85305.44,0.639,4,4,15,Business Expansion,Equipment Vendor,Equipment Vendor,0,8,0.687,1.0,0.509,0.017,0.431,0.169,8,25,2937.0,0.315,0
BW-02342,11745.73,579,133503.87,0.4,22,4,33,Medical,Equipment Vendor,Equipment Vendor,0,9,0.515,0.674,0.75,0.102,0.116,0.277,21,32,355.93,0.754,0
BW-02343,12617.1,793,88077.49,0.623,16,4,87,Business Expansion,ATM Cash,Crypto Exchange,0,20,0.868,0.974,0.629,0.032,0.047,0.143,25,27,450.61,0.896,1
BW-02344,38703.27,823,81916.28,0.199,1,0,53,Business Expansion,Crypto Exchange,Equipment Vendor,0,24,0.997,1.0,0.219,0.614,0.488,0.055,25,29,1290.11,0.87,1
BW-02345,94463.94,637,155383.26,0.114,8,7,105,Education,ATM Cash,Equipment Vendor,0,18,0.779,0.947,0.237,0.129,0.213,0.068,20,33,2778.35,0.852,0
BW-02346,68514.4,793,45191.42,0.122,11,4,98,Education,Crypto Exchange,Equipment Vendor,0,27,0.613,0.874,0.055,0.531,0.001,0.191,1,15,4282.15,0.768,0
BW-02347,69473.65,564,131383.89,0.423,18,7,17,Medical,Retail,Casino,0,4,0.079,0.273,0.229,0.018,0.25,0.008,21,32,2105.26,0.349,0
BW-02348,39382.4,553,67308.81,0.134,21,2,89,Equipment Purchase,Casino,ATM Cash,1,13,0.727,1.0,0.074,0.526,0.31,0.132,7,10,3580.22,0.171,1
BW-02349,61397.78,740,32324.74,0.627,6,5,106,Medical,Equipment Vendor,Equipment Vendor,0,9,0.709,1.0,0.4,0.059,0.388,0.473,25,40,1497.51,0.515,0
BW-02350,5962.46,717,55014.64,0.178,8,0,6,Business Expansion,Retail,Retail,0,15,0.776,0.854,0.567,0.052,0.471,0.141,26,36,161.15,0.147,0
BW-02351,65429.12,558,120999.23,0.268,20,1,31,Education,Casino,Equipment Vendor,0,5,0.125,0.257,0.601,0.938,0.458,0.066,25,28,2256.18,0.949,0
BW-02352,91762.26,658,136369.08,0.552,15,4,69,Business Expansion,Equipment Vendor,Equipment Vendor,0,24,0.654,0.829,0.048,0.139,0.47,0.569,9,14,6117.48,0.405,0
BW-02353,63194.48,686,33158.67,0.22,19,3,104,Debt Consolidation,ATM Cash,Crypto Exchange,0,7,0.296,0.681,0.272,0.111,0.016,0.373,22,37,1663.01,0.915,0
BW-02354,88001.37,703,35463.82,0.234,10,0,40,Debt Consolidation,Retail,ATM Cash,0,1,0.76,0.906,0.231,0.02,0.356,0.036,2,3,22000.34,0.757,0
BW-02355,73777.44,758,165381.32,0.453,11,6,30,Business Expansion,Luxury Travel,Equipment Vendor,0,17,0.24,0.392,0.083,0.071,0.113,0.037,21,33,2169.92,0.45,0
BW-02356,16453.05,821,40995.87,0.252,14,1,69,Equipment Purchase,Luxury Travel,ATM Cash,1,28,0.684,0.945,0.29,0.048,0.094,0.367,19,26,609.37,0.201,1
BW-02357,90733.06,692,164127.32,0.22,17,5,76,Equipment Purchase,Equipment Vendor,Casino,0,20,0.295,0.463,0.239,0.147,0.4,0.324,28,39,2268.33,0.302,0
BW-02358,11312.17,648,64224.89,0.24,18,2,7,Medical,Retail,Luxury Travel,0,20,0.009,0.389,0.508,0.147,0.209,0.041,6,11,942.68,0.672,0
BW-02359,55726.91,618,141002.67,0.37,15,7,109,Medical,Casino,ATM Cash,0,20,0.633,0.991,0.707,0.953,0.458,0.135,27,29,1857.56,0.805,0
BW-02360,18503.03,796,76459.99,0.631,14,7,13,Medical,Casino,ATM Cash,0,19,0.113,0.318,0.364,0.958,0.021,0.557,5,19,925.15,0.933,0
BW-02361,6112.13,810,158812.8,0.558,4,6,113,Education,Retail,Equipment Vendor,0,7,0.659,0.917,0.597,0.09,0.401,0.343,13,20,291.05,0.212,0
BW-02362,45093.25,825,135068.23,0.257,10,1,4,Equipment Purchase,Luxury Travel,Equipment Vendor,1,26,0.926,0.949,0.117,0.072,0.068,0.264,10,11,3757.77,0.233,1
BW-02363,33028.87,628,90272.02,0.3,14,4,50,Business Expansion,Retail,Equipment Vendor,0,4,0.969,1.0,0.716,0.032,0.088,0.15,27,42,768.11,0.136,1
BW-02364,51170.05,695,41445.37,0.355,17,3,106,Debt Consolidation,Luxury Travel,Crypto Exchange,0,16,0.236,0.519,0.122,0.099,0.239,0.08,1,13,3655.0,0.321,0
BW-02365,59833.99,660,139905.03,0.638,12,4,3,Equipment Purchase,Luxury Travel,Luxury Travel,1,15,0.809,0.953,0.154,0.05,0.198,0.242,26,26,2216.07,0.798,0
